order_id_vtex,transaction_id_ga4,date,item_id,sku,nome_produto_vtex,categoria,marca,quantidade,receita_produto,frete,receita_total,forma_pagamento,status_pedido,cupom_aplicado
ORD-20250109-00231,T-20250109-00231,2025-01-09,3743,SKU-ESP-00344,Mesa de Ping Pong Gallant Combat MDF 15mm Bivolt,Esporte e Lazer,Gallant,1,183.46,4.54,188.0,credit_card,faturado,
ORD-20250211-00196,T-20250211-00196,2025-02-11,2289,SKU-ELE-00490,Forno Elétrico LG Art Cool 50L Branco,Eletrodomésticos,LG,1,1866.04,0.0,1866.04,debit_card,faturado,
ORD-20250212-00344,T-20250212-00344,2025-02-12,4375,SKU-MOV-00276,"Rack para TV Casatema Siena até 65"" Preto Bivolt",Móveis,Casatema,1,807.98,0.0,807.98,pix,faturado,
ORD-20250114-00264,T-20250114-00264,2025-01-14,4880,SKU-UTD-00181,Panela Elétrica de Pressão Britânia Air 6L Prata 110V,Utilidades Domésticas,Britânia,1,179.14,12.4,191.54,credit_card,entregue,
ORD-20250207-00159,T-20250207-00159,2025-02-07,2833,SKU-TVA-00034,Caixa de Som Bluetooth Philco Hit 100W Party Grafite,"TV, Áudio e Vídeo",Philco,2,4391.5,2.27,4393.77,boleto,devolvido,
ORD-20250211-00138,T-20250211-00138,2025-02-11,2350,SKU-ELE-00551,Geladeira LG NeoChef Frost Free 431L Prata,Eletrodomésticos,LG,1,2764.74,0.0,2764.74,debit_card,faturado,
ORD-20250122-00132,T-20250122-00132,2025-01-22,1696,SKU-CLI-00697,Ventilador de Coluna Springer Air Plus 60cm Turbo Inox,Climatização,Springer,1,2519.4,0.0,2519.4,pix,faturado,
ORD-20250212-00143,T-20250212-00143,2025-02-12,1807,SKU-ELE-00008,Freezer Vertical Brastemp Gourmand 142L,Eletrodomésticos,Brastemp,1,3423.2,57.6,3480.8,credit_card,faturado,
ORD-20250202-00123,T-20250202-00123,2025-02-02,5429,SKU-ILU-00230,Luminária de Mesa Avant Slim Articulada LED Prata,Iluminação,Avant,1,142.24,25.1,167.34,debit_card,faturado,
ORD-20250220-00018,T-20250220-00018,2025-02-20,1331,SKU-CLI-00332,Ar Condicionado Portátil Samsung WindFree 14000 BTUs Cinza,Climatização,Samsung,1,4252.08,0.0,4252.08,pix,devolvido,
ORD-20250205-00021,T-20250205-00021,2025-02-05,1336,SKU-CLI-00337,Climatizador de Ar Samsung EcoBubble 15L Cinza,Climatização,Samsung,1,4801.11,0.0,4801.11,pix,faturado,
ORD-20250112-00064,T-20250112-00064,2025-01-12,2387,SKU-ELE-00588,Forno Elétrico LG NeoChef 44L Preto,Eletrodomésticos,LG,1,3277.62,67.42,3345.04,credit_card,faturado,
ORD-20250212-00294,T-20250212-00294,2025-02-12,4040,SKU-ESP-00641,Churrasqueira Movement Home a Gás 4 Queimadores Prata,Esporte e Lazer,Movement,1,1132.12,22.45,1154.57,boleto,faturado,
ORD-20250221-00030,T-20250221-00030,2025-02-21,1097,SKU-CLI-00098,Ventilador de Coluna LG NeoChef 50cm Cinza,Climatização,LG,1,2825.72,66.77,2892.49,pix,faturado,
ORD-20250101-00157,T-20250101-00157,2025-01-01,3689,SKU-ESP-00290,Churrasqueira Gallant Elite Portátil a Carvão Bivolt,Esporte e Lazer,Gallant,1,172.47,44.66,217.13,credit_card,faturado,
ORD-20250121-00248,T-20250121-00248,2025-01-21,5502,SKU-ILU-00303,Arandela Blumenau LED Externa Preto,Iluminação,Blumenau,1,233.22,85.31,318.53,pix,faturado,
ORD-20250205-00002,T-20250205-00002,2025-02-05,1086,SKU-CLI-00087,Purificador de Ar LG NeoChef HEPA até 40m² Preto,Climatização,LG,1,2485.27,0.0,2485.27,credit_card,faturado,
ORD-20250227-00308,T-20250227-00308,2025-02-27,3440,SKU-ESP-00041,Kit Halteres Gallant Elite 20kg Prata,Esporte e Lazer,Gallant,1,216.1,83.81,299.91,boleto,faturado,
ORD-20250205-00016,T-20250205-00016,2025-02-05,1128,SKU-CLI-00129,Ventilador de Coluna LG NeoChef 60cm Turbo,Climatização,LG,1,2009.16,0.0,2009.16,credit_card,faturado,
ORD-20250103-00186,T-20250103-00186,2025-01-03,4698,SKU-MOV-00599,Cama Box Germai Oslo Casal Branco,Móveis,Germai,1,803.91,0.0,803.91,boleto,faturado,
ORD-20250101-00084,T-20250101-00084,2025-01-01,1809,SKU-ELE-00010,Lava e Seca Brastemp Clean 11kg/7kg Grafite,Eletrodomésticos,Brastemp,1,1916.46,0.0,1916.46,credit_card,entregue,
ORD-20250208-00074,T-20250208-00074,2025-02-08,3322,SKU-TVA-00523,Soundbar JBL Pulse 180W Cinza,"TV, Áudio e Vídeo",JBL,2,718.4,0.0,718.4,debit_card,faturado,
ORD-20250102-00129,T-20250102-00129,2025-01-02,3061,SKU-TVA-00262,Soundbar Samsung Evolution 120W,"TV, Áudio e Vídeo",Samsung,1,2138.02,62.75,2200.77,pix,faturado,
ORD-20250116-00069,T-20250116-00069,2025-01-16,1534,SKU-CLI-00535,Aquecedor Elétrico Elgin Eco 2000W Inox,Climatização,Elgin,3,5206.41,0.0,5206.41,pix,faturado,
ORD-20250216-00089,T-20250216-00089,2025-02-16,4618,SKU-MOV-00519,Cama Box Kappesberg Nice Queen Cinza,Móveis,Kappesberg,1,1885.36,37.1,1922.46,credit_card,faturado,
ORD-20250211-X0180,,2025-02-11,1492,SKU-CLI-00493,Cortina de Ar Midea Springer 150cm Inox,Climatização,Midea,1,1360.09,0.0,1360.09,pix,cancelado,
ORD-20250114-X1155,,2025-01-14,2105,SKU-ELE-00306,Freezer Horizontal Electrolux UltimateCare 300L Preto,Eletrodomésticos,Electrolux,1,718.51,0.0,718.51,boleto,faturado,
ORD-20250102-00014,T-20250102-00014,2025-01-02,1587,SKU-CLI-00588,Aquecedor Elétrico Philco PTV 2000W Inox,Climatização,Philco,2,2602.97,28.19,2631.16,credit_card,faturado,
ORD-20250107-00246,T-20250107-00246,2025-01-07,3632,SKU-ESP-00233,Saco de Pancada Gallant Elite 100cm Grafite,Esporte e Lazer,Gallant,2,2788.08,0.0,2788.08,credit_card,faturado,
ORD-20250123-00137,T-20250123-00137,2025-01-23,1479,SKU-CLI-00480,Ventilador de Torre Midea All Easy 40cm Inox,Climatização,Midea,1,2528.35,0.0,2528.35,pix,faturado,SIM
ORD-20250109-00008,T-20250109-00008,2025-01-09,1249,SKU-CLI-00250,Climatizador de Ar LG Art Cool 20L Prata,Climatização,LG,1,1751.7,52.82,1804.52,credit_card,entregue,
ORD-20250109-00092,T-20250109-00092,2025-01-09,2042,SKU-ELE-00243,Micro-ondas Electrolux Premium Care 30L Cinza,Eletrodomésticos,Electrolux,1,1679.61,0.0,1679.61,pix,faturado,
ORD-20250108-00104,T-20250108-00104,2025-01-08,2798,SKU-ELE-00999,Lava-Louças Arno Optimix 14 Serviços Prata Bivolt,Eletrodomésticos,Arno,1,217.1,36.52,253.62,boleto,faturado,
ORD-20250123-00051,T-20250123-00051,2025-01-23,1446,SKU-CLI-00447,Aquecedor Elétrico Midea Xtreme Save Mica 1200W Prata,Climatização,Midea,1,2988.99,0.0,2988.99,pix,faturado,
ORD-20250218-00142,T-20250218-00142,2025-02-18,3107,SKU-TVA-00308,Home Theater LG Art Cool 2.1 300W,"TV, Áudio e Vídeo",LG,1,6516.27,66.55,6582.82,credit_card,faturado,
ORD-20250114-00214,T-20250114-00214,2025-01-14,3387,SKU-TVA-00588,Home Theater Multilaser Colors 2.1 300W Cinza,"TV, Áudio e Vídeo",Multilaser,1,253.83,59.96,313.79,credit_card,cancelado,
ORD-20250124-00113,T-20250124-00113,2025-01-24,1001,SKU-CLI-00002,Ar Condicionado Split LG Art Cool 24000 BTUs Frio Grafite,Climatização,LG,1,1943.05,0.0,1943.05,pix,faturado,
ORD-20250128-00325,T-20250128-00325,2025-01-28,3827,SKU-ESP-00428,Saco de Pancada Gallant Pro 120cm com Luvas Preto,Esporte e Lazer,Gallant,1,303.02,44.78,347.8,boleto,faturado,
ORD-20250207-X0921,,2025-02-07,2279,SKU-ELE-00480,Máquina de Lavar Consul Facilite 13kg Branco,Eletrodomésticos,Consul,1,1076.61,0.0,1076.61,pix,faturado,SIM
ORD-20250221-00041,T-20250221-00041,2025-02-21,1379,SKU-CLI-00380,Ventilador de Coluna Samsung Digital Inverter 50cm,Climatização,Samsung,1,5276.22,0.0,5276.22,pix,cancelado,
ORD-20250130-00248,T-20250130-00248,2025-01-30,6000,SKU-CLI-00801,Purificador de Ar Consul Maxi Ar HEPA até 40m² Cinza,Climatização,Consul,2,3984.51,8.94,3993.45,pix,entregue,
ORD-20250215-X0316,,2025-02-15,2694,SKU-ELE-00895,Lava-Louças Britânia Turbo 14 Serviços Cinza,Eletrodomésticos,Britânia,1,253.62,69.58,323.2,pix,cancelado,SIM
ORD-20250123-00337,T-20250123-00337,2025-01-23,4570,SKU-MOV-00471,Cadeira de Escritório Bertolini Origens Presidente Couro Branco,Móveis,Bertolini,1,2032.34,0.0,2032.34,pix,devolvido,
ORD-20250125-00038,T-20250125-00038,2025-01-25,1008,SKU-CLI-00009,Ventilador de Torre LG ThinQ Silencioso Prata,Climatização,LG,1,4178.54,0.0,4178.54,credit_card,faturado,
ORD-20250114-00076,T-20250114-00076,2025-01-14,1348,SKU-CLI-00349,Cortina de Ar Samsung EcoBubble 90cm Inox,Climatização,Samsung,1,4048.22,88.62,4136.84,pix,faturado,
ORD-20250218-00148,T-20250218-00148,2025-02-18,3269,SKU-TVA-00470,Home Theater TCL P735 5.1 1000W Cinza,"TV, Áudio e Vídeo",TCL,1,891.9,0.0,891.9,pix,faturado,
ORD-20250115-00046,T-20250115-00046,2025-01-15,1724,SKU-CLI-00725,Ventilador de Coluna Springer Air Plus 50cm,Climatização,Springer,3,4326.57,36.32,4362.89,pix,faturado,
ORD-20250221-00107,T-20250221-00107,2025-02-21,2991,SKU-TVA-00192,"Smart TV Samsung WindFree 85"" 4K Prata","TV, Áudio e Vídeo",Samsung,1,5666.01,36.34,5702.35,credit_card,entregue,SIM
ORD-20250203-00189,T-20250203-00189,2025-02-03,5069,SKU-UTD-00370,Processador de Alimentos Electrolux Premium Care 1000W Multiprocessador Branco,Utilidades Domésticas,Electrolux,1,595.68,0.0,595.68,pix,faturado,
ORD-20250207-00170,T-20250207-00170,2025-02-07,3596,SKU-ESP-00197,Kit Halteres Gallant Elite 30kg Cinza,Esporte e Lazer,Gallant,2,2699.34,0.0,2699.34,credit_card,faturado,
ORD-20250224-00046,T-20250224-00046,2025-02-24,1264,SKU-CLI-00265,Cortina de Ar LG Dual Inverter 90cm Cinza,Climatização,LG,1,3031.9,0.0,3031.9,credit_card,faturado,
ORD-20250220-00209,T-20250220-00209,2025-02-20,5688,SKU-FER-00089,Jogo de Chaves Bosch Professional Combinadas 12pç Inox,Ferramentas,Bosch,2,1085.18,73.04,1158.22,pix,faturado,
ORD-20250128-00314,T-20250128-00314,2025-01-28,2960,SKU-TVA-00161,"Smart TV Samsung EcoBubble 70"" 4K Branco","TV, Áudio e Vídeo",Samsung,2,3927.28,0.0,3927.28,credit_card,faturado,
ORD-20250220-00096,T-20250220-00096,2025-02-20,2648,SKU-ELE-00849,Freezer Vertical Philco Hit 300L Grafite 220V,Eletrodomésticos,Philco,1,962.47,0.0,962.47,pix,faturado,
ORD-20250113-00175,T-20250113-00175,2025-01-13,4242,SKU-MOV-00143,Sofá Linea Brasil Dallas 3 Lugares Retrátil Grafite,Móveis,Linea Brasil,1,1980.17,0.0,1980.17,credit_card,faturado,
ORD-20250118-00026,T-20250118-00026,2025-01-18,1174,SKU-CLI-00175,Climatizador de Ar LG NeoChef 20L Cinza 220V,Climatização,LG,1,2886.78,71.73,2958.51,boleto,faturado,
ORD-20250204-00206,T-20250204-00206,2025-02-04,4105,SKU-MOV-00006,Guarda-Roupa Madesa Monaco 3 Portas de Correr Grafite,Móveis,Madesa,1,2379.25,0.0,2379.25,credit_card,faturado,
ORD-20250226-00075,T-20250226-00075,2025-02-26,1118,SKU-CLI-00119,Desumidificador LG ThinQ 20L/dia Grafite,Climatização,LG,1,2859.46,0.0,2859.46,credit_card,cancelado,
ORD-20250131-00013,T-20250131-00013,2025-01-31,1285,SKU-CLI-00286,Aquecedor Elétrico Samsung Crystal Mica 1200W Prata,Climatização,Samsung,1,2352.39,0.0,2352.39,boleto,faturado,
ORD-20250213-00146,T-20250213-00146,2025-02-13,3167,SKU-TVA-00368,Projetor LG Art Cool HD 3000 Lumens Inox,"TV, Áudio e Vídeo",LG,3,15232.05,0.0,15232.05,credit_card,faturado,
ORD-20250207-00189,T-20250207-00189,2025-02-07,3719,SKU-ESP-00320,Esteira Elétrica Gallant Pro até 12km/h Cinza,Esporte e Lazer,Gallant,1,1302.24,0.0,1302.24,boleto,faturado,SIM
ORD-20250201-00079,T-20250201-00079,2025-02-01,4046,SKU-ESP-00647,Piscina Inflável Movement Home 5000L Estrutural Cinza,Esporte e Lazer,Movement,1,2882.76,47.63,2930.39,boleto,faturado,
ORD-20250213-00220,T-20250213-00220,2025-02-13,4459,SKU-MOV-00360,Escrivaninha Caemmun Elegance Gamer em L Grafite,Móveis,Caemmun,1,823.15,0.0,823.15,pix,faturado,
ORD-20250227-00243,T-20250227-00243,2025-02-27,1953,SKU-ELE-00154,Fogão Brastemp Frost Free 4 Bocas Grafite,Eletrodomésticos,Brastemp,1,3324.34,70.23,3394.57,boleto,faturado,
ORD-20250123-00138,T-20250123-00138,2025-01-23,1565,SKU-CLI-00566,Purificador de Ar Elgin Eco Plus HEPA até 40m² Preto,Climatização,Elgin,1,2742.18,0.0,2742.18,pix,faturado,
ORD-20250131-00271,T-20250131-00271,2025-01-31,5032,SKU-UTD-00333,Liquidificador Arno Optimix 700W Cinza,Utilidades Domésticas,Arno,2,657.08,0.0,657.08,credit_card,faturado,
ORD-20250109-00166,T-20250109-00166,2025-01-09,2548,SKU-ELE-00749,Aspirador de Pó Panasonic Flash Dry 1600W Preto,Eletrodomésticos,Panasonic,2,1126.32,87.62,1213.94,credit_card,faturado,
ORD-20250205-00180,T-20250205-00180,2025-02-05,3697,SKU-ESP-00298,Piscina Inflável Gallant Combat 2000L Prata,Esporte e Lazer,Gallant,2,3117.11,0.0,3117.11,credit_card,faturado,
ORD-20250212-00033,T-20250212-00033,2025-02-12,1265,SKU-CLI-00266,Ventilador de Torre LG Smart 40cm Grafite,Climatização,LG,1,4075.3,0.0,4075.3,credit_card,faturado,
ORD-20250209-00132,T-20250209-00132,2025-02-09,4080,SKU-ESP-00681,"Cama Elástica Nautika Trail 2,00m Preto",Esporte e Lazer,Nautika,1,100.92,20.28,121.2,credit_card,faturado,
ORD-20250211-00030,T-20250211-00030,2025-02-11,1558,SKU-CLI-00559,Purificador de Ar Elgin Eco até 50m²,Climatização,Elgin,1,2487.36,0.0,2487.36,credit_card,faturado,
ORD-20250215-00053,T-20250215-00053,2025-02-15,2538,SKU-ELE-00739,Aspirador de Pó Panasonic Flash Dry Vertical sem Fio Grafite,Eletrodomésticos,Panasonic,1,490.88,68.79,559.67,credit_card,faturado,
ORD-20250108-00098,T-20250108-00098,2025-01-08,2045,SKU-ELE-00246,Máquina de Lavar Electrolux Pure i9 13kg Inox,Eletrodomésticos,Electrolux,2,2536.39,5.28,2541.67,pix,faturado,
ORD-20250121-00165,T-20250121-00165,2025-01-21,2213,SKU-ELE-00414,Aspirador de Pó Consul Multi Ar Robô Inox,Eletrodomésticos,Consul,1,1486.42,0.0,1486.42,pix,entregue,
ORD-20250228-00078,T-20250228-00078,2025-02-28,1061,SKU-CLI-00062,Aquecedor Elétrico LG Dual Inverter 1500W Prata,Climatização,LG,1,4251.49,0.0,4251.49,credit_card,faturado,
ORD-20250109-00273,T-20250109-00273,2025-01-09,3556,SKU-ESP-00157,Saco de Pancada Gallant Extreme 80cm Cinza,Esporte e Lazer,Gallant,1,175.32,41.08,216.4,credit_card,faturado,
ORD-20250107-00099,T-20250107-00099,2025-01-07,2039,SKU-ELE-00240,Micro-ondas Electrolux Essential 32L Inox,Eletrodomésticos,Electrolux,1,765.59,0.0,765.59,credit_card,faturado,
ORD-20250110-00061,T-20250110-00061,2025-01-10,1240,SKU-CLI-00241,Climatizador de Ar LG Dual Inverter 7L Prata,Climatização,LG,2,7259.72,0.0,7259.72,debit_card,faturado,
ORD-20250112-00057,T-20250112-00057,2025-01-12,2472,SKU-ELE-00673,Lava-Louças Samsung WindFree 14 Serviços Grafite,Eletrodomésticos,Samsung,1,3210.7,0.0,3210.7,boleto,faturado,
ORD-20250211-00308,T-20250211-00308,2025-02-11,2080,SKU-ELE-00281,Aspirador de Pó Electrolux Pure i9 1200W Grafite,Eletrodomésticos,Electrolux,1,2344.22,56.92,2401.14,boleto,faturado,
ORD-20250124-00235,T-20250124-00235,2025-01-24,3735,SKU-ESP-00336,Kit Halteres Gallant Force 20kg Grafite,Esporte e Lazer,Gallant,1,1402.23,55.69,1457.92,pix,faturado,
ORD-20250216-00048,T-20250216-00048,2025-02-16,2617,SKU-ELE-00818,Máquina de Lavar Philco Smart 12kg Inox,Eletrodomésticos,Philco,1,377.99,0.0,377.99,credit_card,cancelado,
ORD-20250105-00144,T-20250105-00144,2025-01-05,5103,SKU-UTD-00404,Cafeteira Cadence Gourmet Espresso Automática Prata,Utilidades Domésticas,Cadence,2,637.22,0.0,637.22,pix,faturado,
ORD-20250112-00065,T-20250112-00065,2025-01-12,2211,SKU-ELE-00412,Lava e Seca Consul Bem Estar 12kg/8kg Cinza,Eletrodomésticos,Consul,1,1622.92,0.0,1622.92,pix,faturado,
ORD-20250219-00068,T-20250219-00068,2025-02-19,1479,SKU-CLI-00480,Ventilador de Torre Midea All Easy 40cm Inox,Climatização,Midea,1,3042.26,0.0,3042.26,credit_card,faturado,
ORD-20250203-X0972,,2025-02-03,5414,SKU-ILU-00215,Arandela Avant Slim Externa Inox 110V,Iluminação,Avant,1,24.35,35.02,59.37,credit_card,cancelado,
ORD-20250108-00191,T-20250108-00191,2025-01-08,3670,SKU-ESP-00271,Kit Halteres Gallant Extreme 20kg Grafite,Esporte e Lazer,Gallant,1,1322.17,0.0,1322.17,pix,faturado,
ORD-20250209-00060,T-20250209-00060,2025-02-09,2091,SKU-ELE-00292,Aspirador de Pó Electrolux Pure i9 1600W Cinza,Eletrodomésticos,Electrolux,1,1133.99,63.66,1197.65,pix,faturado,
ORD-20250228-00218,T-20250228-00218,2025-02-28,1805,SKU-ELE-00006,Forno Elétrico Brastemp Gourmand 50L Grafite,Eletrodomésticos,Brastemp,1,2174.12,0.0,2174.12,pix,faturado,
ORD-20250129-00137,T-20250129-00137,2025-01-29,1267,SKU-CLI-00268,Climatizador de Ar LG NeoChef 20L,Climatização,LG,1,3925.84,52.69,3978.53,debit_card,faturado,
ORD-20250114-00257,T-20250114-00257,2025-01-14,4697,SKU-MOV-00598,Escrivaninha Germai Oslo Gamer em L Prata,Móveis,Germai,1,1263.85,0.0,1263.85,pix,faturado,
ORD-20250105-00033,T-20250105-00033,2025-01-05,1401,SKU-CLI-00402,Aquecedor Elétrico Midea Springer 2000W Branco,Climatização,Midea,1,2300.83,14.68,2315.51,debit_card,faturado,
ORD-20250128-00076,T-20250128-00076,2025-01-28,1720,SKU-CLI-00721,Ventilador de Coluna Springer Way 50cm Preto 110V,Climatização,Springer,1,2266.07,15.61,2281.68,credit_card,faturado,SIM
ORD-20250106-00032,T-20250106-00032,2025-01-06,1629,SKU-CLI-00630,Ar Condicionado Portátil Philco Smart 14000 BTUs Preto Bivolt,Climatização,Philco,1,1807.77,0.0,1807.77,pix,faturado,
ORD-20250128-00372,T-20250128-00372,2025-01-28,4768,SKU-UTD-00069,Processador de Alimentos Mondial Max 800W Preto,Utilidades Domésticas,Mondial,1,220.15,46.19,266.34,credit_card,entregue,
ORD-20250211-00406,T-20250211-00406,2025-02-11,4504,SKU-MOV-00405,Sofá Caemmun Lord Canto 5 Lugares Grafite,Móveis,Caemmun,1,733.42,88.49,821.91,pix,faturado,
ORD-20250115-00173,T-20250115-00173,2025-01-15,3662,SKU-ESP-00263,Churrasqueira Gallant Pro a Gás 4 Queimadores Prata,Esporte e Lazer,Gallant,1,1016.64,0.0,1016.64,debit_card,entregue,
ORD-20250212-X0937,,2025-02-12,3599,SKU-ESP-00200,"Cama Elástica Gallant Elite 3,10m com Rede de Proteção Preto",Esporte e Lazer,Gallant,1,373.21,0.0,373.21,boleto,cancelado,
ORD-20250226-00245,T-20250226-00245,2025-02-26,2426,SKU-ELE-00627,Máquina de Lavar Samsung Bespoke 15kg Cinza,Eletrodomésticos,Samsung,1,2328.83,30.38,2359.21,credit_card,faturado,
ORD-20250129-00002,T-20250129-00002,2025-01-29,1081,SKU-CLI-00082,Ventilador de Torre LG Art Cool 40cm Cinza,Climatização,LG,1,3457.4,0.0,3457.4,boleto,faturado,
ORD-20250209-00036,T-20250209-00036,2025-02-09,1421,SKU-CLI-00422,Ventilador de Torre Midea Xtreme Save 50cm Grafite,Climatização,Midea,1,2276.1,0.0,2276.1,boleto,faturado,
ORD-20250218-00094,T-20250218-00094,2025-02-18,1837,SKU-ELE-00038,Micro-ondas Brastemp Frost Free 32L Cinza,Eletrodomésticos,Brastemp,1,3174.9,68.13,3243.03,pix,entregue,
ORD-20250111-00127,T-20250111-00127,2025-01-11,2835,SKU-TVA-00036,Fone de Ouvido Philco Smart Bluetooth Over-Ear Branco,"TV, Áudio e Vídeo",Philco,1,793.3,0.0,793.3,credit_card,faturado,
ORD-20250219-00066,T-20250219-00066,2025-02-19,1566,SKU-CLI-00567,Ar Condicionado Split Elgin Eco Inverter 24000 BTUs Quente/Frio Prata,Climatização,Elgin,1,2046.13,69.2,2115.33,pix,faturado,
ORD-20250209-X0835,,2025-02-09,3642,SKU-ESP-00243,Churrasqueira Gallant Pro a Gás 4 Queimadores Grafite,Esporte e Lazer,Gallant,1,770.57,0.0,770.57,credit_card,faturado,
ORD-20250114-00001,T-20250114-00001,2025-01-14,1333,SKU-CLI-00334,Climatizador de Ar Samsung Crystal 20L Grafite,Climatização,Samsung,1,4609.78,72.36,4682.14,pix,cancelado,SIM
ORD-20250130-00037,T-20250130-00037,2025-01-30,1369,SKU-CLI-00370,Climatizador de Ar Samsung Crystal 10L Branco,Climatização,Samsung,1,4604.71,46.16,4650.87,credit_card,faturado,
ORD-20250228-00130,T-20250228-00130,2025-02-28,1373,SKU-CLI-00374,Desumidificador Samsung EcoBubble 30L/dia Branco,Climatização,Samsung,1,3418.85,0.0,3418.85,boleto,faturado,
ORD-20250127-00204,T-20250127-00204,2025-01-27,2459,SKU-ELE-00660,Freezer Vertical Samsung Evolution 142L Inox,Eletrodomésticos,Samsung,1,1829.7,0.0,1829.7,pix,faturado,
ORD-20250131-00250,T-20250131-00250,2025-01-31,4683,SKU-MOV-00584,Escrivaninha Germai Oslo com Gavetas Inox,Móveis,Germai,1,1965.85,0.0,1965.85,credit_card,faturado,
ORD-20250221-00003,T-20250221-00003,2025-02-21,1329,SKU-CLI-00330,Ventilador de Torre Samsung Crystal 40cm Inox,Climatização,Samsung,1,4952.47,46.83,4999.3,credit_card,faturado,
ORD-20250111-X0174,,2025-01-11,3791,SKU-ESP-00392,Bicicleta Ergométrica Gallant Pro Magnética Inox 220V,Esporte e Lazer,Gallant,1,462.98,0.0,462.98,credit_card,faturado,
ORD-20250101-00055,T-20250101-00055,2025-01-01,1173,SKU-CLI-00174,Ar Condicionado Split LG Dual Inverter Voice 18000 BTUs Quente/Frio Cinza,Climatização,LG,1,1955.55,0.0,1955.55,credit_card,faturado,
ORD-20250208-X0502,,2025-02-08,4667,SKU-MOV-00568,"Rack para TV Germai Oslo até 75"" com Painel Prata",Móveis,Germai,1,809.21,0.0,809.21,credit_card,faturado,
ORD-20250218-00109,T-20250218-00109,2025-02-18,2770,SKU-ELE-00971,Lava-Louças Arno Deluxe 10 Serviços Cinza,Eletrodomésticos,Arno,1,293.72,77.69,371.41,pix,faturado,
ORD-20250115-00062,T-20250115-00062,2025-01-15,1547,SKU-CLI-00548,Ar Condicionado Split Elgin Hi-Wall 24000 BTUs Frio Cinza,Climatização,Elgin,1,1747.33,81.61,1828.94,debit_card,faturado,
ORD-20250115-00134,T-20250115-00134,2025-01-15,3049,SKU-TVA-00250,Fone de Ouvido Samsung Bespoke Bluetooth In-Ear Grafite,"TV, Áudio e Vídeo",Samsung,1,6602.41,0.0,6602.41,boleto,faturado,
ORD-20250214-00177,T-20250214-00177,2025-02-14,4442,SKU-MOV-00343,"Rack para TV Artely Duna até 75"" com Painel Inox",Móveis,Artely,1,594.5,70.0,664.5,credit_card,entregue,
ORD-20250127-00163,T-20250127-00163,2025-01-27,1507,SKU-CLI-00508,Desumidificador Elgin Eco 12L/dia Cinza,Climatização,Elgin,1,1959.84,0.0,1959.84,pix,faturado,
ORD-20250219-00204,T-20250219-00204,2025-02-19,5555,SKU-ILU-00356,Lustre Pendente Tramontina Profissional 5 Lâmpadas,Iluminação,Tramontina,1,75.01,82.58,157.59,credit_card,entregue,SIM
ORD-20250228-00024,T-20250228-00024,2025-02-28,1412,SKU-CLI-00413,Ventilador de Coluna Midea Vizi 60cm Turbo Prata,Climatização,Midea,1,2345.92,87.0,2432.92,credit_card,faturado,
ORD-20250224-00160,T-20250224-00160,2025-02-24,1150,SKU-CLI-00151,Climatizador de Ar LG NeoChef 20L Cinza,Climatização,LG,1,4155.69,0.0,4155.69,credit_card,faturado,
ORD-20250214-00098,T-20250214-00098,2025-02-14,1800,SKU-ELE-00001,Lava-Louças Brastemp Gourmand 8 Serviços,Eletrodomésticos,Brastemp,1,1085.58,0.0,1085.58,pix,faturado,
ORD-20250102-00149,T-20250102-00149,2025-01-02,3440,SKU-ESP-00041,Kit Halteres Gallant Elite 20kg Prata,Esporte e Lazer,Gallant,2,391.39,70.0,461.39,credit_card,faturado,
ORD-20250204-00199,T-20250204-00199,2025-02-04,4445,SKU-MOV-00346,"Rack para TV Artely Cleo até 65"" Prata",Móveis,Artely,1,975.03,0.0,975.03,boleto,faturado,
ORD-20250204-00093,T-20250204-00093,2025-02-04,2606,SKU-ELE-00807,Máquina de Lavar Philco Smart 17kg Inox,Eletrodomésticos,Philco,1,441.81,47.59,489.4,credit_card,faturado,
ORD-20250216-00039,T-20250216-00039,2025-02-16,1865,SKU-ELE-00066,Lava e Seca Brastemp Ative! 11kg/7kg Preto,Eletrodomésticos,Brastemp,1,2481.47,63.52,2544.99,pix,entregue,
ORD-20250214-00160,T-20250214-00160,2025-02-14,4386,SKU-MOV-00287,Mesa de Jantar Artely Duna 6 Cadeiras Grafite,Móveis,Artely,1,1039.68,0.0,1039.68,pix,faturado,
ORD-20250210-00339,T-20250210-00339,2025-02-10,4588,SKU-MOV-00489,"Rack para TV Kappesberg Cromado até 65"" Grafite",Móveis,Kappesberg,1,1797.63,0.0,1797.63,boleto,faturado,
ORD-20250117-X0537,,2025-01-17,3389,SKU-TVA-00590,Caixa de Som Bluetooth Multilaser Warrior 50W Portátil Prata,"TV, Áudio e Vídeo",Multilaser,2,875.25,0.0,875.25,credit_card,faturado,
ORD-20250214-00070,T-20250214-00070,2025-02-14,2147,SKU-ELE-00348,Fogão Consul Bem Estar Cooktop 5 Bocas,Eletrodomésticos,Consul,2,3171.26,0.0,3171.26,boleto,cancelado,
ORD-20250113-00048,T-20250113-00048,2025-01-13,2317,SKU-ELE-00518,Lava e Seca LG Dual Inverter Voice 11kg/7kg Cinza,Eletrodomésticos,LG,1,2954.57,83.24,3037.81,credit_card,faturado,
ORD-20250213-00003,T-20250213-00003,2025-02-13,1671,SKU-CLI-00672,Ventilador de Torre Consul Multi Ar 50cm Prata,Climatização,Consul,3,5320.05,6.48,5326.53,credit_card,faturado,
